order_item_id,order_id,product_id,quantity
513,179,42,3
514,180,24,1
515,180,67,2
516,181,43,2
517,181,47,4
518,181,38,1
519,182,32,4
520,182,6,1
521,182,88,4
522,182,114,3
523,182,42,3
524,183,6,2
525,183,38,3
526,183,115,1
527,183,84,1
528,184,86,2
529,184,81,4
530,185,4,3
531,185,59,1
532,186,10,3
533,186,74,4
534,186,106,4
535,186,30,4
536,186,117,4
537,187,1,1
538,187,83,1
539,187,93,3
540,187,80,1
541,187,9,3
542,188,106,2
543,188,85,2
544,188,4,2
545,188,61,4
546,189,87,3
547,189,114,1
548,189,118,2
549,190,11,3
550,190,40,2
551,190,27,4
552,190,96,2
553,190,95,2
554,191,110,4
555,191,7,1
556,191,109,3
557,191,97,1
558,191,120,3
559,192,17,2
560,192,86,1
561,192,84,3
562,193,79,2
563,193,85,3
564,193,40,3
565,194,41,2
566,195,113,4
567,195,62,3
568,195,60,3
569,196,115,2
570,196,69,3
571,197,105,4
572,198,61,4
573,198,84,2
574,198,100,3
575,198,20,2
576,198,47,4
577,199,109,2
578,199,104,2
579,200,6,4
580,200,29,2
581,200,98,1
582,201,86,2
583,202,84,3
584,203,73,1
585,203,23,3
586,203,49,4
587,203,84,2
588,203,47,4
589,204,65,2
590,205,20,2
591,205,24,3
592,206,87,2
593,206,62,4
594,206,27,1
595,206,76,2
596,207,6,2
597,207,115,3
598,207,74,2
599,207,19,4
600,207,8,1
601,208,112,4
602,208,62,2
603,208,22,2
604,208,29,3
605,209,50,2
606,209,17,4
607,209,14,2
608,209,3,1
609,210,97,2
610,210,16,1
611,210,12,4
612,210,62,4
613,210,85,3
614,211,76,1
615,211,103,4
616,211,95,2
617,212,37,4
618,213,16,2
619,213,67,3
620,213,1,4
621,213,49,3
622,213,84,1
623,214,79,4
624,214,36,2
625,214,88,4
626,215,74,4
627,215,45,2
628,215,100,1
629,216,66,3
630,216,52,1
631,217,61,4
632,217,119,1
633,218,5,3
634,218,93,1
635,218,50,2
636,218,120,4
637,218,52,4
638,219,5,2
639,219,101,2
640,220,36,4
641,221,95,1
642,222,29,4
643,222,78,4
644,222,25,1
645,223,10,3
646,223,65,3
647,223,38,4
648,223,44,4
649,223,15,4
650,224,111,1
651,224,4,4
652,224,62,2
653,224,15,2
654,224,34,3
655,225,2,3
656,225,90,1
657,225,107,4
658,225,34,3
659,225,32,1
660,226,35,2
661,226,24,4
662,226,96,2
663,226,88,2
664,226,120,2
665,227,46,1
666,227,20,4
667,227,100,1
668,227,14,1
669,227,16,4
670,228,98,3
671,228,118,4
672,229,103,3
673,229,55,4
674,229,62,2
675,229,70,4
676,229,5,1
677,230,49,1
678,230,75,3
679,231,61,3
680,231,79,2
681,231,44,4
682,232,36,2
683,232,58,2
684,232,24,1
685,232,74,3
686,233,103,2
687,233,95,4
688,234,69,3
689,234,93,3
690,234,41,1
691,234,101,4
692,234,63,1
693,235,58,3
694,236,72,1
695,236,120,4
696,236,104,1
697,236,33,3
698,236,45,2
699,237,100,1
700,237,95,4
701,237,58,3
702,237,114,4
703,238,74,1
704,238,52,2
705,238,109,3
706,238,117,2
707,238,10,3
708,239,83,3
709,239,51,4
710,239,35,4
711,239,114,2
712,239,57,2
713,240,27,2
714,241,7,1
715,241,4,1
716,241,99,3
717,241,51,2
718,241,68,1
719,242,32,3
720,242,95,4
721,243,85,3
722,244,18,4
723,244,90,4
724,244,70,3
725,244,23,3
726,245,34,1
727,245,20,2
728,245,39,3
729,245,2,3
730,246,2,3
731,246,99,2
732,246,56,1
733,247,113,2
734,247,72,2
735,247,56,4
736,247,51,4
737,248,98,3
738,248,103,3
739,248,117,3
740,248,79,4
741,248,104,2
742,249,80,4
743,249,58,2
744,249,35,3
745,249,90,1
746,250,37,3
747,251,20,1
748,252,48,1
749,252,60,3
750,252,90,1
751,252,102,2
752,253,61,3
753,253,24,4
754,253,25,1
755,253,115,1
756,253,108,2
757,254,95,2
758,254,99,4
759,254,13,4
760,254,67,3
761,255,16,2
762,255,33,3
763,255,62,1
764,255,82,2
765,255,39,1
766,256,16,1
767,256,51,4
768,256,102,2
769,256,32,3
770,256,2,1
771,257,120,1
772,257,98,1
773,257,81,3
774,258,30,3
775,258,41,4
776,258,72,2
777,258,101,1
778,259,63,4
779,260,42,3
780,260,94,2
781,260,60,1
782,261,59,4
783,261,1,2
784,261,100,1
785,262,25,2
786,262,68,3
787,262,88,3
788,262,64,4
789,263,23,1
790,263,112,2
791,264,83,3
792,264,108,1
793,264,50,3
794,264,85,2
795,264,63,1
796,265,103,4
797,265,82,3
798,265,8,1
799,265,47,3
800,266,67,1
801,266,13,2
802,267,72,4
803,267,96,1
804,268,102,4
805,268,24,3
806,269,42,4
807,269,109,3
808,269,48,2
809,269,53,2
810,269,98,4
811,270,1,1
812,270,93,2
813,270,5,3
814,270,37,1
815,271,3,3
816,271,99,2
817,271,106,1
818,272,47,2
819,272,114,2
820,272,75,3
821,273,94,3
822,273,10,4
823,274,49,3
824,274,11,3
825,274,100,4
826,274,8,4
827,274,118,1
828,275,68,2
829,275,6,3
830,275,41,2
831,276,74,3
832,276,65,4
833,276,12,2
834,276,29,2
835,276,56,3
836,277,71,4
837,278,62,2
838,278,72,4
839,279,35,4
840,280,45,3
841,280,25,1
842,280,42,3
843,281,80,2
844,281,19,2
845,281,57,3
846,281,6,2
847,282,119,3
848,282,19,1
849,282,112,3
850,282,107,1
851,282,105,3
852,283,28,3
853,283,27,4
854,283,70,2
855,283,67,1
856,283,97,4
857,284,102,3
858,284,90,1
859,285,111,3
860,285,14,4
861,285,3,2
862,286,69,4
863,286,12,1
864,286,24,1
865,286,26,2
866,286,65,3
867,287,3,3
868,287,45,3
869,288,36,4
870,288,104,1
871,288,8,3
872,288,81,2
873,288,33,2
874,289,67,2
875,289,87,4
876,289,79,2
877,289,112,2
878,290,17,2
879,290,27,2
880,290,84,3
881,290,18,2
882,290,75,4
883,291,41,1
884,291,9,2
885,292,39,3
886,292,57,2
887,292,96,2
888,292,120,1
889,293,79,2
890,293,35,2
891,293,78,1
892,293,73,3
893,293,30,1
894,294,110,4
895,294,50,4
896,295,98,4
897,295,2,2
898,295,119,2
899,295,35,2
900,296,89,2
901,296,42,4
902,296,111,4
903,296,59,1
904,297,58,4
905,298,50,2
906,298,67,3
907,298,98,4
908,298,81,4
909,298,7,3
910,299,118,2
911,299,7,4
912,299,89,4
913,299,67,1
914,299,116,1
915,300,4,2
916,300,23,4
917,300,59,1
918,300,76,3
919,301,91,4
920,302,21,2
921,302,49,3
922,302,71,2
923,302,6,2
924,302,99,2
925,303,81,2
926,303,24,2
927,303,16,1
928,304,64,1
929,304,110,4
930,304,70,2
931,304,104,2
932,305,77,3
933,305,1,2
934,305,32,1
935,305,113,2
936,305,71,2
937,306,108,1
938,306,78,1
939,306,39,1
940,306,43,4
941,306,118,2
942,307,47,3
943,307,120,3
944,307,5,3
945,307,12,4
946,307,99,1
947,308,38,4
948,309,90,1
949,309,27,1
950,310,109,3
951,310,41,2
952,310,34,4
953,310,68,4
954,310,74,4
955,311,91,2
956,311,38,1
957,312,54,2
958,312,53,1
959,312,6,2
960,312,43,3
961,312,45,3
962,313,99,3
963,313,1,3
964,313,15,4
965,314,118,2
966,314,61,4
967,314,103,2
968,314,5,4
969,315,39,1
970,315,73,2
971,315,93,3
972,315,87,3
973,315,41,1
974,316,81,4
975,316,69,2
976,316,108,1
977,316,22,3
978,317,113,3
979,317,31,2
980,317,48,3
981,317,58,2
982,318,57,1
983,319,40,1
984,319,100,2
985,319,42,2
986,319,19,1
987,319,99,4
988,320,120,1
989,320,6,3
990,320,88,4
991,321,98,3
992,321,40,2
993,321,82,2
994,321,115,3
995,321,27,3
996,322,21,1
997,322,36,1
998,323,35,3
999,323,19,2
1000,323,91,2
1001,324,4,1
1002,324,61,1
1003,325,91,4
1004,325,77,3
1005,326,11,2
1006,326,119,1
1007,326,97,4
1008,326,98,1
1009,326,60,4
1010,327,111,3
1011,327,115,3
1012,328,63,1
1013,328,4,3
1014,328,9,4
1015,328,61,4
1016,329,17,1
1017,329,66,3
1018,329,14,1
1019,329,52,3
1020,329,105,4
1021,330,62,1
1022,330,50,3
1023,331,23,1
1024,331,85,4
1025,332,40,1
1026,332,52,1
1027,333,83,2
1028,333,85,2
1029,333,8,1
1030,333,12,2
1031,334,74,3
1032,334,58,3
1033,334,26,3
1034,334,27,4
1035,334,88,3
1036,335,52,1
1037,335,109,3
1038,335,17,1
1039,335,110,1
1040,335,38,3
1041,336,81,4
1042,336,41,4
1043,336,92,4
1044,336,49,2
1045,337,108,2
1046,337,119,3
1047,337,47,2
1048,337,54,2
1049,338,11,4
1050,338,18,4
1051,339,59,4
1052,339,66,4
1053,340,74,4
1054,341,47,3
1055,341,5,1
1056,341,73,4
1057,341,62,1
1058,341,91,2
1059,342,12,1
1060,342,32,3
1061,342,61,1
1062,342,81,3
1063,342,95,1
1064,343,54,3
1065,343,46,3
1066,343,103,2
1067,344,74,3
1068,344,7,1
1069,345,33,3
1070,345,17,3
1071,345,79,3
1072,346,85,3
1073,346,58,2
1074,347,19,2
1075,348,93,3
1076,348,82,1
1077,348,22,3
1078,348,27,1
1079,349,61,2
1080,349,96,4
1081,349,97,4
1082,350,112,4
1083,350,56,4
1084,350,2,3
1085,350,37,1
1086,350,119,1
1087,351,35,3
1088,351,103,4
1089,351,13,4
1090,352,71,1
1091,352,2,1
1092,352,87,1
1093,353,29,3
1094,353,93,2
1095,353,37,1
1096,354,85,1
1097,354,115,1
1098,354,107,1
1099,354,28,2
1100,354,77,4
1101,355,60,1
1102,355,85,4
1103,355,120,3
1104,356,100,4
1105,356,8,3
1106,356,49,1
1107,357,119,2
1108,357,26,4
1109,357,79,1
1110,357,51,2
1111,358,14,1
1112,358,5,3
1113,358,10,4
1114,359,120,1
1115,360,1,4
1116,360,66,4
1117,360,91,4
1118,360,99,1
1119,360,63,2
1120,361,73,3
1121,362,81,1
1122,363,98,2
1123,363,99,2
1124,363,38,1
1125,363,83,4
1126,364,63,4
1127,364,11,2
1128,364,114,2
1129,365,9,3
1130,365,102,4
1131,365,70,4
1132,365,83,1
1133,366,101,4
1134,366,93,1
1135,366,6,2
1136,367,95,2
1137,368,2,1
1138,368,23,3
1139,369,105,1
1140,370,104,4
1141,370,107,3
1142,370,95,1
1143,371,98,2
1144,371,6,3
1145,372,90,2
1146,372,48,4
1147,373,102,4
1148,374,1,2
1149,375,19,3
1150,375,82,4
1151,376,77,2
1152,377,1,1
1153,377,72,1
1154,377,31,3
1155,377,25,2
1156,378,102,2
1157,379,83,3
1158,380,104,1
1159,380,114,1
1160,380,98,2
1161,380,59,2
1162,380,6,1
1163,381,75,3
1164,381,42,2
1165,381,54,1
1166,381,26,3
1167,381,96,2
1168,382,49,2
1169,382,115,1
1170,383,19,4
1171,383,28,2
1172,383,119,4
1173,383,79,3
1174,384,26,1
1175,384,43,1
1176,384,17,3
1177,385,22,3
1178,385,98,2
1179,385,44,2
1180,385,29,2
1181,386,111,4
1182,386,28,3
1183,386,76,1
1184,386,61,4
1185,387,115,2
1186,387,119,1
1187,388,68,1
1188,388,51,4
1189,388,62,4
1190,388,104,2
1191,389,46,2
1192,389,38,1
1193,390,110,1
1194,390,74,4
1195,390,96,4
1196,390,75,2
1197,391,111,1
1198,392,38,4
1199,393,117,1
1200,393,87,4
1201,393,47,3
1202,393,114,4
1203,393,7,1
1204,394,18,2
1205,394,43,1
1206,395,115,4
1207,395,35,3
1208,395,65,1
1209,396,68,3
1210,396,107,4
1211,396,16,3
1212,396,61,1
1213,396,91,2
1214,397,51,2
1215,398,90,2
1216,399,38,4
1217,400,38,2
1218,401,83,3
1219,401,43,4
1220,401,53,4
1221,401,75,4
1222,401,44,3
1223,402,48,1
1224,402,37,2
1225,402,99,3
1226,402,109,3
1227,403,24,2
1228,403,23,2
1229,403,108,2
1230,404,48,1
1231,404,24,3
1232,404,27,3
1233,405,21,1
1234,405,69,4
1235,405,39,4
1236,405,16,2
1237,405,118,4
1238,406,95,3
1239,407,103,4
1240,407,73,3
1241,408,15,2
1242,408,40,4
1243,408,4,3
1244,408,52,1
1245,408,80,3
1246,409,3,4
1247,409,11,1
1248,410,66,4
1249,410,8,2
1250,410,117,4
1251,410,86,3
1252,410,47,4
1253,411,112,4
1254,411,72,4
1255,411,12,4
1256,411,28,3
1257,412,77,4
1258,412,12,3
1259,412,19,1
1260,412,27,4
1261,412,39,1
1262,413,72,2
1263,413,60,2
1264,414,63,3
1265,414,6,4
1266,414,106,4
1267,414,39,2
1268,414,107,1
1269,415,84,3
1270,416,4,3
1271,416,16,4
1272,417,75,4
1273,417,62,3
1274,417,73,4
1275,418,75,2
1276,418,8,3
1277,419,47,3
1278,419,54,1
1279,419,82,3
1280,420,77,2
1281,421,13,3
1282,421,69,2
1283,421,75,1
1284,422,118,1
1285,422,117,2
1286,422,21,2
1287,423,79,1
1288,423,89,4
1289,423,107,4
1290,423,68,1
1291,423,109,1
1292,424,18,3
1293,424,105,2
1294,424,57,3
1295,425,40,2
1296,425,17,2
1297,426,100,4
1298,427,76,3
1299,427,8,1
1300,427,61,1
1301,427,16,3
1302,427,117,1
1303,428,24,3
1304,428,86,1
1305,429,110,2
1306,429,65,1
1307,430,22,1
1308,430,116,1
1309,430,97,2
1310,431,24,3
1311,432,30,1
1312,432,53,4
1313,432,15,1
1314,432,98,2
1315,432,41,4
1316,433,64,3
1317,433,15,4
1318,433,50,3
1319,434,25,4
1320,434,110,3
1321,434,9,2
1322,434,115,1
1323,435,16,2
1324,436,26,4
1325,436,44,1
1326,436,77,2
1327,437,61,4
1328,437,86,4
1329,437,78,3
1330,438,33,4
1331,439,95,1
1332,440,78,3
1333,440,87,1
1334,440,42,1
1335,440,20,4
1336,441,34,1
1337,441,70,1
1338,441,44,4
1339,441,104,1
1340,441,111,4
1341,442,59,3
1342,442,5,2
1343,442,23,4
1344,442,72,4
1345,443,98,4
1346,443,15,4
1347,443,73,4
1348,443,87,2
1349,444,64,3
1350,444,76,3
1351,444,49,3
1352,445,17,3
1353,446,46,1
1354,446,53,2
1355,446,45,2
1356,447,117,1
1357,448,5,4
1358,448,59,4
1359,448,85,3
1360,449,42,4
1361,449,74,1
1362,449,13,2
1363,449,104,3
1364,450,26,1
1365,450,64,2
1366,450,82,3
1367,450,109,3
1368,451,96,1
1369,451,12,3
1370,451,92,3
1371,451,109,1
1372,451,75,4
1373,452,103,3
1374,452,39,2
1375,452,56,4
1376,452,85,4
1377,452,70,3
1378,453,74,2
1379,453,64,4
1380,454,19,3
1381,454,31,4
1382,454,20,4
1383,454,96,3
1384,455,83,2
1385,455,21,4
1386,455,33,2
1387,456,60,4
1388,456,63,4
1389,456,72,1
1390,457,102,2
1391,457,103,1
1392,457,36,4
1393,458,39,3
1394,458,111,1
1395,458,9,4
1396,458,116,2
1397,458,53,2
1398,459,31,1
1399,460,95,4
1400,460,50,2
1401,460,104,2
1402,460,96,1
1403,460,31,2
1404,461,8,1
1405,461,63,3
1406,461,69,4
1407,461,48,4
1408,461,90,2
1409,462,3,1
1410,462,83,1
1411,462,116,2
1412,463,111,1
1413,463,31,4
1414,463,110,3
1415,463,57,3
1416,463,50,1
1417,464,113,4
1418,464,104,1
1419,464,99,3
1420,465,95,3
1421,465,53,4
1422,465,119,1
1423,465,108,2
1424,466,46,4
1425,467,81,2
1426,467,57,1
1427,468,11,2
1428,468,15,4
1429,468,21,3
1430,468,32,4
1431,468,67,4
1432,469,11,3
1433,469,54,2
1434,470,119,2
1435,471,52,4
1436,472,16,4
1437,472,2,4
1438,472,92,1
1439,472,68,2
1440,472,56,2
1441,473,56,2
1442,473,110,2
1443,474,24,1
1444,474,53,3
1445,474,102,3
1446,474,19,2
1447,475,61,2
1448,476,95,1
1449,476,77,1
1450,476,33,1
1451,476,10,3
1452,477,78,1
1453,477,86,1
1454,477,103,3
1455,478,86,1
1456,478,48,2
1457,478,17,3
1458,478,115,2
1459,479,41,4
1460,480,64,3
1461,480,112,3
1462,481,67,2
1463,481,41,3
1464,481,56,4
1465,482,24,4
1466,482,5,3
1467,483,57,3
1468,484,15,2
1469,484,109,1
1470,484,93,3
1471,484,111,1
1472,485,96,3
1473,485,66,2
1474,486,87,1
1475,486,13,3
1476,486,114,1
1477,486,43,4
1478,487,11,4
1479,488,43,1
1480,489,103,3
1481,490,49,2
1482,490,12,4
1483,490,52,1
1484,490,33,1
1485,490,23,2
1486,491,63,3
1487,491,103,2
1488,491,56,3
1489,492,114,4
1490,492,50,1
1491,492,61,4
1492,492,35,3
1493,493,12,4
1494,493,6,2
1495,493,66,2
1496,493,44,4
1497,494,56,4
1498,494,11,3
1499,494,117,2
1500,494,103,2
1501,495,7,1
1502,495,71,4
1503,495,10,4
1504,495,118,1
1505,495,6,4
1506,496,15,4
1507,497,41,4
1508,497,76,4
1509,497,93,3
1510,498,11,3
1511,498,96,1
1512,499,22,4
1513,500,105,4
1514,500,79,3
1515,500,47,1
1516,500,89,2
1517,500,87,2
1518,501,27,4
1519,502,99,4
1520,502,60,4
1521,502,19,1
1522,503,61,2
1523,503,3,2
1524,503,111,3
1525,503,58,4
1526,504,81,4
1527,505,52,4
1528,505,63,2
1529,505,66,1
1530,505,76,1
1531,506,114,3
1532,506,61,4
1533,506,15,4
1534,506,64,1
1535,507,57,2
1536,507,30,3
1537,507,65,4
1538,508,107,3
1539,508,87,4
1540,508,84,2
1541,508,95,2
1542,509,23,2
1543,509,26,4
1544,510,31,1
1545,510,27,1
1546,510,72,3
1547,511,23,1
1548,511,106,1
1549,512,29,3
1550,512,63,1
1551,512,34,3
1552,512,44,2
1553,512,101,1
1554,513,101,1
1555,514,21,4
1556,514,94,4
1557,514,38,1
1558,515,57,1
1559,515,54,2
1560,516,35,3
1561,517,54,4
1562,517,101,4
1563,517,30,4
1564,517,18,4
1565,517,103,3
1566,518,11,3
1567,519,85,2
1568,520,54,3
1569,520,52,3
1570,520,114,3
1571,521,83,4
1572,521,27,3
1573,521,114,4
1574,521,70,2
1575,522,69,3
1576,523,66,3
1577,524,34,4
1578,524,31,1
1579,524,107,1
1580,524,100,3
1581,524,39,3
1582,525,74,4
1583,525,95,3
1584,525,1,2
1585,526,37,2
1586,526,86,4
1587,526,101,2
1588,527,13,4
1589,527,19,1
1590,527,92,1
1591,527,55,1
1592,528,48,4
1593,529,75,4
1594,529,64,4
1595,529,82,4
1596,530,65,4
1597,530,17,4
1598,531,5,3
1599,531,96,1
1600,531,21,4
1601,531,72,1
1602,532,6,1
1603,532,67,3
1604,532,20,3
1605,533,101,4
1606,533,76,1
1607,534,16,3
1608,535,74,3
1609,535,40,4
1610,535,73,4
1611,535,58,2
1612,536,98,3
1613,536,58,1
1614,536,86,4
1615,536,20,4
1616,537,83,2
1617,537,12,1
1618,537,111,3
1619,538,25,1
1620,539,24,2
1621,539,3,4
1622,539,36,1
1623,539,101,3
1624,539,27,4
1625,540,24,3
1626,540,54,4
1627,540,4,3
1628,540,111,1
1629,541,24,1
1630,541,33,2
1631,542,42,3
1632,542,24,4
1633,542,4,1
1634,542,92,3
1635,542,8,2
1636,543,26,2
1637,544,35,1
1638,545,9,2
1639,545,62,1
1640,545,4,3
1641,545,53,1
1642,546,109,2
1643,547,22,4
1644,547,101,1
1645,547,32,1
1646,547,69,4
1647,547,55,3
1648,548,33,2
1649,548,108,3
1650,548,88,1
1651,548,49,2
1652,548,45,1
1653,549,36,3
1654,549,113,3
1655,549,56,3
1656,549,27,4
1657,549,79,3
1658,550,43,1
1659,550,3,4
1660,550,117,1
1661,550,89,1
1662,550,18,2
